# r   Lambda(r)
5.231539424280350659e+01 -3.043441688178011528e+00
5.244055068836045308e+01 -3.042500557010145990e+00
5.256570713391739957e+01 -3.043432741817614584e+00
5.269086357947434607e+01 -3.041177135027347322e+00
5.281602002503129256e+01 -3.041340436663785507e+00
5.294117647058823906e+01 -3.037941501963394852e+00
5.306633291614518555e+01 -3.037753483966288748e+00
5.319148936170213204e+01 -3.036310606519291078e+00
5.331664580725907854e+01 -3.035715414063959727e+00
5.344180225281602503e+01 -3.034853783430842000e+00
5.356695869837297153e+01 -3.035363517913545195e+00
5.369211514392991802e+01 -3.032639816610472661e+00
5.381727158948686451e+01 -3.033502832853258280e+00
5.394242803504380390e+01 -3.030973156530800683e+00
5.406758448060075040e+01 -3.032985879231119508e+00
5.419274092615769689e+01 -3.033411488974262493e+00
5.431789737171464338e+01 -3.029010195908613312e+00
5.444305381727158988e+01 -3.028177455338640467e+00
5.456821026282853637e+01 -3.026947597004050028e+00
5.469336670838548287e+01 -3.026283899538738442e+00
5.481852315394242936e+01 -3.025535332632824481e+00
5.494367959949937585e+01 -3.025951415252289500e+00
5.506883604505632235e+01 -3.024215330311112115e+00
5.519399249061326884e+01 -3.023218306971625857e+00
5.531914893617021534e+01 -3.022008440399032825e+00
5.544430538172716183e+01 -3.021191080342585877e+00
5.556946182728410832e+01 -3.022201273557388213e+00
5.569461827284105482e+01 -3.019950164491203459e+00
5.581977471839800131e+01 -3.019661914236134947e+00
5.594493116395494781e+01 -3.019992640407712425e+00
5.607008760951189430e+01 -3.018439223330367405e+00
5.619524405506884079e+01 -3.017011129802730895e+00
5.632040050062578729e+01 -3.016097035390540970e+00
5.644555694618273378e+01 -3.017157696572043690e+00
5.657071339173968028e+01 -3.014915571927788474e+00
5.669586983729662677e+01 -3.014238917316101940e+00
5.682102628285356616e+01 -3.013275423299523581e+00
5.694618272841051265e+01 -3.012007922912705471e+00
5.707133917396745915e+01 -3.011159002426392117e+00
5.719649561952440564e+01 -3.010662707458069409e+00
5.732165206508135213e+01 -3.012122818685148307e+00
5.744680851063829863e+01 -3.008966381464522666e+00
5.757196495619524512e+01 -3.009421041003242703e+00
5.769712140175219162e+01 -3.010279429699743936e+00
5.782227784730913811e+01 -3.006971019943447399e+00
5.794743429286608460e+01 -3.007252753376222110e+00
5.807259073842303110e+01 -3.005984487714095099e+00
5.819774718397997759e+01 -3.004850077503630867e+00
5.832290362953692409e+01 -3.004154391743123931e+00
5.844806007509387058e+01 -3.005517119057051545e+00
5.857321652065081707e+01 -3.002725683124031431e+00
5.869837296620776357e+01 -3.001758858741705893e+00
5.882352941176471006e+01 -3.001381709834899603e+00
5.894868585732165656e+01 -3.001296299136820167e+00
5.907384230287860305e+01 -3.002448686054925986e+00
5.919899874843554954e+01 -2.999773919877545048e+00
5.932415519399249604e+01 -2.999202174627916939e+00
5.944931163954944253e+01 -2.998402751813793454e+00
5.957446808510638903e+01 -2.997237793040527176e+00
5.969962453066333552e+01 -2.996336846429011214e+00
5.982478097622027491e+01 -2.995595720075132640e+00
5.994993742177722140e+01 -2.995888429694586019e+00
6.007509386733416790e+01 -2.996941439438658872e+00
6.020025031289111439e+01 -2.994111930627138651e+00
6.032540675844806088e+01 -2.995463443783550783e+00
6.045056320400500738e+01 -2.993746132515515246e+00
6.057571964956195387e+01 -2.994805862430008236e+00
6.070087609511890037e+01 -2.991154975279090245e+00
6.082603254067584686e+01 -2.991018153665043311e+00
6.095118898623279335e+01 -2.989912809682046646e+00
6.107634543178973985e+01 -2.988970306673067512e+00
6.120150187734668634e+01 -2.988662518741105334e+00
6.132665832290363284e+01 -2.988338243487473012e+00
6.145181476846057933e+01 -2.987113203070397294e+00
6.157697121401752582e+01 -2.989129853719457497e+00
6.170212765957447232e+01 -2.986382424697513027e+00
6.182728410513141881e+01 -2.985619891241862334e+00
6.195244055068836531e+01 -2.985655471948481576e+00
6.207759699624531180e+01 -2.984750829057107868e+00
6.220275344180225829e+01 -2.983273765349692130e+00
6.232790988735920479e+01 -2.982489149820564567e+00
6.245306633291615128e+01 -2.982940564024919805e+00
6.257822277847309778e+01 -2.981516701131429858e+00
6.270337922403003716e+01 -2.983019965797645057e+00
6.282853566958698366e+01 -2.980164516566708777e+00
6.295369211514393015e+01 -2.980077712548429680e+00
6.307884856070087665e+01 -2.979132453903412525e+00
6.320400500625782314e+01 -2.978404643324478407e+00
6.332916145181476963e+01 -2.978841076758835360e+00
6.345431789737171613e+01 -2.977227808756049754e+00
6.357947434292866262e+01 -2.976528775922073766e+00
6.370463078848560912e+01 -2.975708953550128655e+00
6.382978723404255561e+01 -2.976393321366593181e+00
6.395494367959950210e+01 -2.974750885657803323e+00
6.408010012515644860e+01 -2.973987429298445395e+00
6.420525657071338799e+01 -2.973919893732323239e+00
6.433041301627034159e+01 -2.973368012084276923e+00
6.445556946182728097e+01 -2.972799803247609507e+00
6.458072590738423457e+01 -2.973189770513945618e+00
6.470588235294117396e+01 -2.970984350387254835e+00
6.483103879849812756e+01 -2.971321556582396273e+00
6.495619524405506695e+01 -2.970082356331430251e+00
6.508135168961202055e+01 -2.971299425238197678e+00
6.520650813516895994e+01 -2.968647321236057568e+00
6.533166458072591354e+01 -2.969157420712938311e+00
6.545682102628285293e+01 -2.969716650256065016e+00
6.558197747183980653e+01 -2.968789115643130749e+00
6.570713391739674591e+01 -2.966393793150895242e+00
6.583229036295369951e+01 -2.965879307919664587e+00
6.595744680851063890e+01 -2.967384758597658045e+00
6.608260325406759250e+01 -2.964812698082979647e+00
6.620775969962453189e+01 -2.964723810566552320e+00
6.633291614518148549e+01 -2.963981408516746185e+00
6.645807259073842488e+01 -2.964126032679355482e+00
6.658322903629537848e+01 -2.963958969096548657e+00
6.670838548185231787e+01 -2.961964883760498157e+00
6.683354192740927147e+01 -2.962034474581713095e+00
6.695869837296621085e+01 -2.961391717800391454e+00
6.708385481852315024e+01 -2.960345177760365321e+00
6.720901126408010384e+01 -2.960013710084508531e+00
6.733416770963704323e+01 -2.960243921752093943e+00
6.745932415519399683e+01 -2.960219596542891018e+00
6.758448060075093622e+01 -2.958937591265515366e+00
6.770963704630788982e+01 -2.959332491446480695e+00
6.783479349186482921e+01 -2.958512075966492016e+00
6.795994993742178281e+01 -2.956752855506086686e+00
6.808510638297872219e+01 -2.956490503525668778e+00
6.821026282853567579e+01 -2.956168785147044176e+00
6.833541927409261518e+01 -2.955427673674715816e+00
6.846057571964956878e+01 -2.956014078956965996e+00
6.858573216520650817e+01 -2.955297135322088042e+00
6.871088861076346177e+01 -2.953949512024743207e+00
6.883604505632040116e+01 -2.953617652225481560e+00
6.896120150187735476e+01 -2.952933566379560837e+00
6.908635794743429415e+01 -2.952383014464488920e+00
6.921151439299124775e+01 -2.952492278520195690e+00
6.933667083854818713e+01 -2.952451015408804835e+00
6.946182728410514073e+01 -2.951530619479130646e+00
6.958698372966208012e+01 -2.950656755506372519e+00
6.971214017521903372e+01 -2.949796957850387980e+00
